id_member,age,gender,height,weight,bmi,fat_percentage,source_file,ingested_at
530,23,Male,1.58,64.3,19.45,22.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
531,23,Male,1.58,90.0,12.32,25.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
532,23,Male,1.6,114.8,44.84,21.7,members_tracking.csv,2026-02-17 11:14:26.755230
533,23,Male,1.61,114.9,22.67,28.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
534,23,Male,1.65,46.7,19.8,15.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
535,23,Male,1.68,62.3,12.98,21.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
536,23,Male,1.69,58.7,23.64,26.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
537,23,Male,1.7,48.9,21.36,32.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
538,23,Male,1.71,57.7,19.73,27.0,members_tracking.csv,2026-02-17 11:14:26.755230
539,23,Male,1.74,52.3,18.17,10.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
540,23,Male,1.74,83.0,15.13,21.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
541,23,Male,1.76,56.2,22.61,23.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
542,23,Male,1.77,71.3,18.17,35.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
543,23,Male,1.79,85.1,19.2,23.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
544,23,Male,1.79,116.8,36.45,26.8,members_tracking.csv,2026-02-17 11:14:26.755230
545,23,Male,1.8,68.6,21.41,16.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
546,23,Male,1.8,80.9,24.97,10.7,members_tracking.csv,2026-02-17 11:14:26.755230
547,23,Male,1.8,83.1,25.65,29.3,members_tracking.csv,2026-02-17 11:14:26.755230
548,23,Male,1.8,96.5,12.32,29.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
549,23,Male,1.81,75.9,12.32,30.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
550,23,Male,1.85,81.4,23.78,12.4,members_tracking.csv,2026-02-17 11:14:26.755230
551,23,Male,1.85,121.3,35.44,21.6,members_tracking.csv,2026-02-17 11:14:26.755230
552,23,Male,1.87,40.0,13.11,23.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
553,23,Male,1.87,57.8,13.33,28.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
554,23,Male,1.88,117.8,14.24,32.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
555,23,Male,1.91,87.3,23.93,11.8,members_tracking.csv,2026-02-17 11:14:26.755230
556,23,Male,1.92,108.6,29.46,25.8,members_tracking.csv,2026-02-17 11:14:26.755230
557,23,Male,1.93,107.2,28.78,20.2,members_tracking.csv,2026-02-17 11:14:26.755230
558,23,Male,1.94,107.0,28.43,23.5,members_tracking.csv,2026-02-17 11:14:26.755230
559,23,Male,1.96,47.4,21.34,18.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
560,23,Male,1.99,83.8,21.16,11.0,members_tracking.csv,2026-02-17 11:14:26.755230
561,24,Female,1.5,59.4,26.4,25.0,members_tracking.csv,2026-02-17 11:14:26.755230
562,24,Female,1.51,58.9,25.83,31.7,members_tracking.csv,2026-02-17 11:14:26.755230
563,24,Female,1.56,67.7,27.82,27.0,members_tracking.csv,2026-02-17 11:14:26.755230
564,24,Female,1.57,52.6,21.34,31.9,members_tracking.csv,2026-02-17 11:14:26.755230
565,24,Female,1.58,74.2,30.92,23.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
566,24,Female,1.59,80.0,14.62,15.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
567,24,Female,1.6,45.1,22.88,31.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
568,24,Female,1.61,89.0,30.63,23.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
569,24,Female,1.63,45.7,12.32,19.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
570,24,Female,1.64,40.4,15.02,31.0,members_tracking.csv,2026-02-17 11:14:26.755230
571,24,Female,1.65,86.5,12.9,27.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
572,24,Female,1.67,102.6,18.79,28.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
573,24,Female,1.68,59.0,14.37,24.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
574,24,Female,1.73,48.3,13.22,22.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
575,24,Female,1.73,55.6,22.74,17.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
576,24,Female,1.74,65.3,19.87,25.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
577,24,Female,1.75,42.0,13.71,31.8,members_tracking.csv,2026-02-17 11:14:26.755230
578,24,Female,1.75,69.7,22.76,32.5,members_tracking.csv,2026-02-17 11:14:26.755230
579,24,Female,1.76,58.9,19.01,30.1,members_tracking.csv,2026-02-17 11:14:26.755230
580,24,Female,1.76,72.9,23.53,30.8,members_tracking.csv,2026-02-17 11:14:26.755230
581,24,Female,1.79,44.0,14.27,26.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
582,24,Female,1.79,60.1,18.76,15.9,members_tracking.csv,2026-02-17 11:14:26.755230
583,24,Female,1.79,62.9,19.63,27.3,members_tracking.csv,2026-02-17 11:14:26.755230
584,24,Female,1.82,91.2,12.74,26.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
585,24,Female,1.82,91.8,24.37,16.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
586,24,Female,1.84,84.5,12.32,32.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
587,24,Female,1.87,58.5,24.49,24.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
588,24,Female,1.88,96.9,30.18,15.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
589,24,Female,1.92,47.3,12.34,29.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
590,24,Female,2.0,50.5,16.2,26.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
591,24,Male,1.51,47.6,13.71,22.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
592,24,Male,1.56,81.2,31.34,25.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
593,24,Male,1.57,95.5,26.3,32.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
594,24,Male,1.58,62.5,36.26,32.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
595,24,Male,1.61,73.0,12.36,27.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
596,24,Male,1.62,79.0,12.32,25.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
597,24,Male,1.65,44.3,15.86,27.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
598,24,Male,1.67,51.0,18.29,21.3,members_tracking.csv,2026-02-17 11:14:26.755230
599,24,Male,1.7,83.4,21.68,26.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
600,24,Male,1.71,46.0,15.44,26.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
601,24,Male,1.71,54.0,15.39,29.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
602,24,Male,1.71,86.3,18.7,33.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
603,24,Male,1.73,41.3,14.93,26.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
604,24,Male,1.74,54.7,18.07,22.9,members_tracking.csv,2026-02-17 11:14:26.755230
605,24,Male,1.74,63.6,25.85,26.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
606,24,Male,1.74,68.3,16.26,27.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
607,24,Male,1.74,80.9,12.32,10.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
608,24,Male,1.74,87.1,28.77,10.0,members_tracking.csv,2026-02-17 11:14:26.755230
609,24,Male,1.79,88.2,27.53,11.3,members_tracking.csv,2026-02-17 11:14:26.755230
610,24,Male,1.82,40.0,17.95,25.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
611,24,Male,1.83,64.0,31.31,27.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
612,24,Male,1.84,65.7,16.06,17.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
613,24,Male,1.87,70.3,14.32,23.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
614,24,Male,1.88,103.6,13.85,20.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
615,24,Male,1.89,58.8,15.86,27.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
616,24,Male,1.9,87.1,36.55,27.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
617,24,Male,1.93,51.7,16.29,24.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
618,24,Male,2.0,40.0,34.62,31.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
619,24,Male,2.0,72.7,23.15,12.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
620,24,Male,2.0,105.7,43.01,25.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
621,25,Female,1.5,73.3,22.55,30.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
622,25,Female,1.51,59.4,26.05,19.8,members_tracking.csv,2026-02-17 11:14:26.755230
623,25,Female,1.51,64.6,17.74,26.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
624,25,Female,1.55,77.7,32.34,33.0,members_tracking.csv,2026-02-17 11:14:26.755230
625,25,Female,1.56,57.8,23.75,29.3,members_tracking.csv,2026-02-17 11:14:26.755230
626,25,Female,1.58,45.5,15.04,17.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
627,25,Female,1.58,57.7,23.11,25.7,members_tracking.csv,2026-02-17 11:14:26.755230
628,25,Female,1.62,41.2,15.7,28.9,members_tracking.csv,2026-02-17 11:14:26.755230
629,25,Female,1.62,43.1,16.42,33.6,members_tracking.csv,2026-02-17 11:14:26.755230
630,25,Female,1.63,74.6,18.08,14.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
631,25,Female,1.64,58.2,19.05,20.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
632,25,Female,1.65,62.6,22.99,27.9,members_tracking.csv,2026-02-17 11:14:26.755230
633,25,Female,1.65,64.3,20.59,20.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
634,25,Female,1.66,74.9,15.98,28.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
635,25,Female,1.67,41.1,14.74,31.9,members_tracking.csv,2026-02-17 11:14:26.755230
636,25,Female,1.68,63.8,22.6,31.6,members_tracking.csv,2026-02-17 11:14:26.755230
637,25,Female,1.7,61.4,19.45,32.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
638,25,Female,1.7,72.6,16.45,22.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
639,25,Female,1.71,47.2,16.14,26.0,members_tracking.csv,2026-02-17 11:14:26.755230
640,25,Female,1.71,64.4,22.02,27.1,members_tracking.csv,2026-02-17 11:14:26.755230
641,25,Female,1.71,74.3,25.41,25.6,members_tracking.csv,2026-02-17 11:14:26.755230
642,25,Female,1.72,61.1,12.62,15.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
643,25,Female,1.72,83.1,12.32,23.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
644,25,Female,1.73,68.8,12.32,28.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
645,25,Female,1.76,51.0,12.64,25.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
646,25,Female,1.76,55.3,17.85,15.5,members_tracking.csv,2026-02-17 11:14:26.755230
647,25,Female,1.77,65.4,20.88,27.6,members_tracking.csv,2026-02-17 11:14:26.755230
648,25,Female,1.84,48.8,16.6,25.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
649,25,Female,1.84,59.2,13.81,25.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
650,25,Female,1.87,76.2,17.02,26.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
651,25,Female,1.98,85.1,14.37,22.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
652,25,Female,2.0,102.8,14.05,27.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
653,25,Male,1.56,40.0,12.32,16.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
654,25,Male,1.59,62.4,32.63,11.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
655,25,Male,1.61,56.9,23.68,20.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
656,25,Male,1.61,66.6,25.69,25.0,members_tracking.csv,2026-02-17 11:14:26.755230
657,25,Male,1.61,81.5,31.44,10.9,members_tracking.csv,2026-02-17 11:14:26.755230
658,25,Male,1.67,63.9,24.51,24.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
659,25,Male,1.68,40.0,14.27,27.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
660,25,Male,1.69,40.8,22.31,24.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
661,25,Male,1.7,53.2,18.41,28.8,members_tracking.csv,2026-02-17 11:14:26.755230
662,25,Male,1.7,70.7,18.29,23.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
663,25,Male,1.75,113.3,21.36,22.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
664,25,Male,1.76,100.4,17.45,30.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
665,25,Male,1.77,61.3,17.69,35.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
666,25,Male,1.78,72.5,12.32,27.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
667,25,Male,1.8,85.5,12.32,15.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
668,25,Male,1.82,42.2,29.27,17.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
669,25,Male,1.82,57.2,15.23,26.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
670,25,Male,1.83,120.6,36.01,22.3,members_tracking.csv,2026-02-17 11:14:26.755230
671,25,Male,1.88,105.0,29.71,21.4,members_tracking.csv,2026-02-17 11:14:26.755230
672,25,Male,1.9,44.2,19.26,25.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
673,25,Male,1.9,95.6,26.48,23.8,members_tracking.csv,2026-02-17 11:14:26.755230
674,25,Male,1.95,81.7,21.49,13.8,members_tracking.csv,2026-02-17 11:14:26.755230
675,25,Male,1.95,88.1,23.17,22.7,members_tracking.csv,2026-02-17 11:14:26.755230
676,25,Male,1.96,76.5,19.91,23.2,members_tracking.csv,2026-02-17 11:14:26.755230
677,25,Male,1.96,112.4,29.26,23.2,members_tracking.csv,2026-02-17 11:14:26.755230
678,25,Male,1.98,49.9,12.73,25.7,members_tracking.csv,2026-02-17 11:14:26.755230
679,25,Male,1.99,123.8,31.26,25.6,members_tracking.csv,2026-02-17 11:14:26.755230
680,26,Female,1.5,64.1,28.49,15.1,members_tracking.csv,2026-02-17 11:14:26.755230
681,26,Female,1.5,71.2,31.64,34.6,members_tracking.csv,2026-02-17 11:14:26.755230
682,26,Female,1.51,59.3,26.01,15.1,members_tracking.csv,2026-02-17 11:14:26.755230
683,26,Female,1.53,54.0,23.07,26.9,members_tracking.csv,2026-02-17 11:14:26.755230
684,26,Female,1.58,78.3,28.61,15.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
685,26,Female,1.59,92.4,22.09,24.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
686,26,Female,1.6,44.3,17.3,34.7,members_tracking.csv,2026-02-17 11:14:26.755230
687,26,Female,1.6,59.8,12.63,16.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
688,26,Female,1.61,62.4,24.07,19.8,members_tracking.csv,2026-02-17 11:14:26.755230
689,26,Female,1.61,64.7,24.23,25.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
690,26,Female,1.63,76.7,28.87,25.6,members_tracking.csv,2026-02-17 11:14:26.755230
691,26,Female,1.64,54.2,19.39,16.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
692,26,Female,1.65,54.2,19.91,34.9,members_tracking.csv,2026-02-17 11:14:26.755230
693,26,Female,1.66,70.9,25.73,28.9,members_tracking.csv,2026-02-17 11:14:26.755230
694,26,Female,1.67,72.8,26.1,35.0,members_tracking.csv,2026-02-17 11:14:26.755230
695,26,Female,1.68,64.1,39.84,28.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
696,26,Female,1.69,62.9,12.32,28.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
697,26,Female,1.7,64.3,39.07,33.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
698,26,Female,1.7,88.8,30.34,18.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
699,26,Female,1.73,56.7,19.65,25.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
700,26,Female,1.75,63.9,23.96,23.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
701,26,Female,1.75,64.7,18.21,23.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
702,26,Female,1.75,68.6,20.02,29.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
703,26,Female,1.77,63.6,22.45,18.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
704,26,Female,1.78,58.6,44.77,21.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
705,26,Female,1.83,84.7,33.49,27.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
706,26,Female,1.86,80.6,29.21,23.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
707,26,Female,1.87,85.8,18.34,24.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
708,26,Female,1.9,51.9,20.41,32.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
709,26,Female,1.91,42.2,24.27,23.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
710,26,Female,1.94,110.3,12.32,30.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
711,26,Female,2.0,55.4,19.35,26.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
712,26,Female,2.0,71.2,27.16,29.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
713,26,Male,1.51,61.5,21.29,31.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
714,26,Male,1.52,83.1,20.05,10.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
715,26,Male,1.57,72.8,16.61,29.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
716,26,Male,1.59,92.2,23.0,24.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
717,26,Male,1.6,44.0,15.5,21.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
718,26,Male,1.61,47.1,29.91,19.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
719,26,Male,1.61,55.9,21.42,21.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
720,26,Male,1.61,57.8,12.32,18.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
721,26,Male,1.62,77.7,29.61,29.6,members_tracking.csv,2026-02-17 11:14:26.755230
722,26,Male,1.63,91.3,19.46,22.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
723,26,Male,1.64,79.7,26.9,21.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
724,26,Male,1.65,62.0,13.96,35.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
725,26,Male,1.66,73.7,26.75,26.7,members_tracking.csv,2026-02-17 11:14:26.755230
726,26,Male,1.68,55.7,19.73,21.7,members_tracking.csv,2026-02-17 11:14:26.755230
727,26,Male,1.68,72.4,21.68,29.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
728,26,Male,1.68,86.2,30.54,13.3,members_tracking.csv,2026-02-17 11:14:26.755230
729,26,Male,1.68,95.2,19.46,24.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
730,26,Male,1.69,65.0,29.56,16.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
731,26,Male,1.69,82.2,18.01,10.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
732,26,Male,1.7,68.6,18.29,25.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
733,26,Male,1.71,129.9,21.04,26.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
734,26,Male,1.72,40.0,20.71,17.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
735,26,Male,1.73,127.6,42.63,27.3,members_tracking.csv,2026-02-17 11:14:26.755230
736,26,Male,1.76,125.5,40.52,23.2,members_tracking.csv,2026-02-17 11:14:26.755230
737,26,Male,1.77,47.7,15.23,24.8,members_tracking.csv,2026-02-17 11:14:26.755230
738,26,Male,1.79,76.4,23.84,21.3,members_tracking.csv,2026-02-17 11:14:26.755230
739,26,Male,1.79,83.6,27.91,25.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
740,26,Male,1.8,43.2,27.59,23.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
741,26,Male,1.81,89.2,27.63,23.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
742,26,Male,1.82,64.6,19.63,28.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
743,26,Male,1.87,87.1,24.91,11.2,members_tracking.csv,2026-02-17 11:14:26.755230
744,26,Male,1.9,111.5,30.89,25.2,members_tracking.csv,2026-02-17 11:14:26.755230
745,26,Male,1.91,75.0,21.87,24.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
746,26,Male,1.97,61.0,24.27,21.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
747,26,Male,1.99,65.9,13.91,22.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
748,26,Male,2.0,51.9,12.97,26.6,members_tracking.csv,2026-02-17 11:14:26.755230
749,27,Female,1.52,63.7,27.57,25.4,members_tracking.csv,2026-02-17 11:14:26.755230
750,27,Female,1.57,40.0,21.11,28.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
751,27,Female,1.58,53.0,21.23,34.5,members_tracking.csv,2026-02-17 11:14:26.755230
752,27,Female,1.58,70.1,24.04,28.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
753,27,Female,1.59,61.1,12.32,16.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
754,27,Female,1.65,78.6,17.92,26.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
755,27,Female,1.66,50.3,39.72,27.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
756,27,Female,1.67,55.8,28.68,28.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
757,27,Female,1.67,62.5,26.22,23.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
758,27,Female,1.67,89.7,17.56,27.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
759,27,Female,1.69,41.4,16.26,23.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
760,27,Female,1.7,56.3,30.84,23.4,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
761,27,Female,1.71,43.4,25.15,10.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
762,27,Female,1.72,40.0,17.8,27.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
763,27,Female,1.73,59.6,16.62,16.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
764,27,Female,1.73,62.9,28.52,27.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
765,27,Female,1.73,96.8,19.05,31.7,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
766,27,Female,1.75,53.7,16.24,13.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
767,27,Female,1.76,40.0,31.97,28.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
768,27,Female,1.76,69.5,22.44,34.4,members_tracking.csv,2026-02-17 11:14:26.755230
769,27,Female,1.77,52.3,15.08,25.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
770,27,Female,1.79,58.0,18.1,27.1,members_tracking.csv,2026-02-17 11:14:26.755230
771,27,Female,1.8,40.0,29.73,22.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
772,27,Female,1.85,40.0,22.49,24.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
773,27,Female,1.86,75.1,14.22,27.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
774,27,Female,1.88,55.4,14.33,16.3,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
775,27,Female,1.9,63.3,22.45,20.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
776,27,Female,1.92,73.5,18.37,14.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
777,27,Female,1.94,60.1,14.02,27.2,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
778,27,Female,1.96,75.2,21.52,14.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
779,27,Female,1.98,58.7,18.99,23.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
780,27,Female,2.0,50.6,24.12,31.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
781,27,Male,1.5,91.9,21.07,28.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
782,27,Male,1.56,44.1,20.18,10.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
783,27,Male,1.58,75.4,15.63,16.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
784,27,Male,1.6,52.3,31.64,22.5,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
785,27,Male,1.61,80.7,31.13,14.3,members_tracking.csv,2026-02-17 11:14:26.755230
786,27,Male,1.61,96.3,12.32,32.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
787,27,Male,1.63,87.5,32.93,12.9,members_tracking.csv,2026-02-17 11:14:26.755230
788,27,Male,1.64,89.3,33.2,12.1,members_tracking.csv,2026-02-17 11:14:26.755230
789,27,Male,1.67,83.5,18.45,25.8,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
790,27,Male,1.68,40.0,19.67,10.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
791,27,Male,1.68,55.0,18.54,24.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
792,27,Male,1.68,104.3,36.95,29.7,members_tracking.csv,2026-02-17 11:14:26.755230
793,27,Male,1.7,66.6,13.51,26.6,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
794,27,Male,1.7,76.7,26.54,29.1,members_tracking.csv,2026-02-17 11:14:26.755230
795,27,Male,1.72,55.4,14.56,10.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
796,27,Male,1.75,52.3,23.23,15.0,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
797,27,Male,1.75,100.7,12.32,28.1,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
798,27,Male,1.76,40.0,12.32,21.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
799,27,Male,1.76,56.4,17.49,22.9,members_tracking_synthetic.csv,2026-02-17 11:14:26.755230
800,27,Male,1.76,75.7,24.44,25.3,members_tracking.csv,2026-02-17 11:14:26.755230
