id_food,name,category,calories,proteins,carbohydrates,fats,fiber,sodium,sugar,source_file,ingested_at
497,sardines in tomato sauce canned,,165.0,18.6,0.5,9.3,,0.4,,food_data_group1.csv,2026-02-17 11:14:15.427956
498,sockeye salmon canned,,563.0,32.05,0.0,23.049999999999997,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
499,tuna canned,,102.0,18.9,0.0,2.4,,0.3,,food_data_group1.csv,2026-02-17 11:14:15.427956
500,pink salmon canned,,530.0,32.05,0.0,20.4,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
501,cod canned,,328.0,32.05,0.0,2.7,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
502,eastern oyster canned,,110.0,11.4,6.3,4.0,,0.2,,food_data_group1.csv,2026-02-17 11:14:15.427956
503,chum salmon canned,,520.0,32.05,0.0,20.3,,0.3,,food_data_group1.csv,2026-02-17 11:14:15.427956
504,tuna canned in oil,,331.0,32.05,0.0,14.4,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
505,wild pink salmon oceans,,320.0,0.0,0.0,16.0,,0.0,,food_data_group1.csv,2026-02-17 11:14:15.427956
506,shrimp canned,,128.0,26.1,0.0,1.7,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
507,alaska king crab raw,,144.0,31.5,0.0,1.0,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
508,scallops fried,,64.0,2.6,6.4,3.2,,0.2,,food_data_group1.csv,2026-02-17 11:14:15.427956
509,shrimp cooked,,7.0,1.3,0.013,0.092,,0.012,,food_data_group1.csv,2026-02-17 11:14:15.427956
510,clams fried,,19.0,1.3,1.0,1.0,,0.068,,food_data_group1.csv,2026-02-17 11:14:15.427956
511,alaska king crab cooked,,130.0,25.9,0.0,2.1,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
512,scallops cooked,,11.0,2.1,0.5,0.058,,0.06,,food_data_group1.csv,2026-02-17 11:14:15.427956
513,squid fried,,140.0,14.4,6.2,6.0,,0.2,,food_data_group1.csv,2026-02-17 11:14:15.427956
514,oyster raw,,41.0,4.7,2.5,1.2,,0.059,,food_data_group1.csv,2026-02-17 11:14:15.427956
515,abalone,,89.0,14.5,5.1,0.6,,0.3,,food_data_group1.csv,2026-02-17 11:14:15.427956
516,queen crab raw,,25.0,5.2,0.0,0.3,,0.2,,food_data_group1.csv,2026-02-17 11:14:15.427956
517,whelk cooked,,78.0,13.5,4.4,0.2,,0.1,,food_data_group1.csv,2026-02-17 11:14:15.427956
518,oyster cooked,,41.0,4.7,2.5,1.2,,0.066,,food_data_group1.csv,2026-02-17 11:14:15.427956
519,eastern oyster cooked,,8.0,0.7,0.7,0.2,,0.038,,food_data_group1.csv,2026-02-17 11:14:15.427956
520,blue mussels cooked,,344.0,32.05,14.8,9.0,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
521,octopus raw,,23.0,4.2,0.6,0.3,,0.064,,food_data_group1.csv,2026-02-17 11:14:15.427956
522,spiny lobster cooked,,233.0,32.05,5.1,3.2,,0.4,,food_data_group1.csv,2026-02-17 11:14:15.427956
523,blue mussels raw,,129.0,17.9,5.5,3.4,,0.4,,food_data_group1.csv,2026-02-17 11:14:15.427956
524,queen crab cooked,,98.0,20.2,0.0,1.3,,0.6,,food_data_group1.csv,2026-02-17 11:14:15.427956
525,dungeness crab cooked,,140.0,28.3,1.2,1.6,,0.5,,food_data_group1.csv,2026-02-17 11:14:15.427956
526,dungeness crab raw,,140.0,28.4,1.2,1.6,,0.5,,food_data_group1.csv,2026-02-17 11:14:15.427956
527,shrimp fried,,52.0,1.3,4.8,3.2,,0.2,,food_data_group1.csv,2026-02-17 11:14:15.427956
528,shrimp raw,,4.0,0.7,0.041,0.023,,0.083,,food_data_group1.csv,2026-02-17 11:14:15.427956
529,blue crab cooked,,71.0,15.2,0.0,0.6,,0.3,,food_data_group1.csv,2026-02-17 11:14:15.427956
530,shrimp imitation,,29.0,3.5,2.6,0.4,,0.2,,food_data_group1.csv,2026-02-17 11:14:15.427956
531,conch baked,,165.0,32.05,2.2,1.5,,0.2,,food_data_group1.csv,2026-02-17 11:14:15.427956
532,squid raw,,26.0,4.4,0.9,0.4,,0.09,,food_data_group1.csv,2026-02-17 11:14:15.427956
533,scallop raw,,10.0,1.8,0.5,0.091,,0.057,,food_data_group1.csv,2026-02-17 11:14:15.427956
534,lobster raw,,116.0,24.8,0.0,1.1,,0.6,,food_data_group1.csv,2026-02-17 11:14:15.427956
535,scallop imitation,,28.0,3.6,3.0,0.1,,0.2,,food_data_group1.csv,2026-02-17 11:14:15.427956
536,blue crab raw,,18.0,3.8,0.018,0.2,,0.079,,food_data_group1.csv,2026-02-17 11:14:15.427956
537,whelk raw,,39.0,6.7,2.2,0.1,,0.073,,food_data_group1.csv,2026-02-17 11:14:15.427956
538,spiny lobster raw,,234.0,32.05,5.1,3.2,,0.4,,food_data_group1.csv,2026-02-17 11:14:15.427956
539,clams canned,,227.0,32.05,9.4,2.5,,0.2,,food_data_group1.csv,2026-02-17 11:14:15.427956
540,lobster cooked,,134.0,28.5,0.0,1.3,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
541,eastern oyster fried,,29.0,1.3,1.7,1.8,,0.015,,food_data_group1.csv,2026-02-17 11:14:15.427956
542,clams raw,,195.0,32.05,8.1,2.2,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
543,octopus cooked,,139.0,25.3,3.7,1.8,,0.4,,food_data_group1.csv,2026-02-17 11:14:15.427956
544,eastern oyster raw,,8.0,0.7,0.8,0.2,,0.021,,food_data_group1.csv,2026-02-17 11:14:15.427956
545,oyster fried,,61.0,2.1,6.7,3.0,,0.1,,food_data_group1.csv,2026-02-17 11:14:15.427956
546,sturgeon smoked,,49.0,8.8,0.0,1.2,,0.2,,food_data_group1.csv,2026-02-17 11:14:15.427956
547,chinook salmon smoked,,159.0,24.9,0.0,5.9,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
548,cisco smoked,,50.0,4.6,0.0,3.4,,0.1,,food_data_group1.csv,2026-02-17 11:14:15.427956
549,haddock smoked,,33.0,7.1,0.0,0.3,,0.2,,food_data_group1.csv,2026-02-17 11:14:15.427956
550,whitefish smoked,,147.0,31.8,0.0,1.3,,0.696,,food_data_group1.csv,2026-02-17 11:14:15.427956
551,red salmon sockeye filets smoked,,373.0,32.05,0.0,12.3,,0.065,,food_data_group1.csv,2026-02-17 11:14:15.427956
552,eggnog,,224.0,11.6,20.4,10.6,,0.1,,food_data_group2.csv,2026-02-17 11:14:15.427956
553,beer light,,96.0,0.8,5.4,0.0,,0.095,,food_data_group2.csv,2026-02-17 11:14:15.427956
554,beer budweiser,,12.0,0.1,0.9,0.0,,0.095,,food_data_group2.csv,2026-02-17 11:14:15.427956
555,weizenbier erdinger,,220.0,0.0,0.0,18.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
556,beer light budweiser,,9.0,0.066,0.4,0.0,,0.016,,food_data_group2.csv,2026-02-17 11:14:15.427956
557,beer,,142.0,1.5,11.7,0.0,,0.067,,food_data_group2.csv,2026-02-17 11:14:15.427956
558,root beer,,202.0,0.0,52.3,0.0,,0.068,,food_data_group2.csv,2026-02-17 11:14:15.427956
559,whiskey sour mix,,26.0,0.051,6.3,0.072,,0.073,,food_data_group2.csv,2026-02-17 11:14:15.427956
560,whiskey sour,,158.0,0.0,13.9,0.0,,0.067,,food_data_group2.csv,2026-02-17 11:14:15.427956
561,tequila sunrise,,232.0,0.6,23.8,0.2,,0.1,,food_data_group2.csv,2026-02-17 11:14:15.427956
562,daiquiri,,112.0,0.035,4.2,0.036,,0.008,,food_data_group2.csv,2026-02-17 11:14:15.427956
563,pina colada,,245.0,0.6,32.0,2.7,,0.089,,food_data_group2.csv,2026-02-17 11:14:15.427956
564,whiskey,,58.0,0.0,0.1,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
565,rum,,49.0,0.0,0.0,0.0,,0.053,,food_data_group2.csv,2026-02-17 11:14:15.427956
566,vodka smirnoff,,13.0,0.0,2.0,0.4,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
567,coffee liqueur,,96.0,0.041,13.8,0.038,,0.093,,food_data_group2.csv,2026-02-17 11:14:15.427956
568,gin,,53.0,0.0,0.0,0.0,,0.029,,food_data_group2.csv,2026-02-17 11:14:15.427956
569,dessert wine sweet,,165.0,0.2,14.1,0.0,,0.047,,food_data_group2.csv,2026-02-17 11:14:15.427956
570,chenin blanc white wine,,118.0,0.1,4.9,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
571,gamay red wine,,115.0,0.1,3.5,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
572,late harvest white wine,,172.0,0.1,20.6,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
573,gewurztraminer white wine,,119.0,0.1,3.8,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
574,burgundy red wine,,172.0,0.1,7.4,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
575,zinfandel red wine,,129.0,0.1,4.2,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
576,muller thurgau white wine,,112.0,0.1,5.2,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
577,mouvedre red wine,,129.0,0.1,3.9,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
578,table wine,,123.0,0.1,4.0,0.0,,0.087,,food_data_group2.csv,2026-02-17 11:14:15.427956
579,wine light,,73.0,0.1,1.7,0.0,,0.046,,food_data_group2.csv,2026-02-17 11:14:15.427956
580,white wine,,121.0,0.1,3.8,0.0,,0.098,,food_data_group2.csv,2026-02-17 11:14:15.427956
581,petite sirah red wine,,125.0,0.1,3.9,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
582,non alcoholic wine,,2.0,0.1,0.3,0.0,,0.095,,food_data_group2.csv,2026-02-17 11:14:15.427956
583,pinot noir red wine,,121.0,0.1,3.4,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
584,pinot gris grigio white wine,,122.0,0.1,3.0,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
585,riesling white wine,,118.0,0.1,5.5,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
586,barbera red wine,,170.0,0.1,5.6,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
587,lemberger red wine,,118.0,0.1,3.6,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
588,merlot red wine,,122.0,0.1,3.7,0.0,,0.011,,food_data_group2.csv,2026-02-17 11:14:15.427956
589,sangiovese red wine,,126.0,0.1,3.9,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
590,sauvignon blanc white wine,,119.0,0.1,3.0,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
591,syrah red wine,,122.0,0.1,3.8,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
592,carignane red wine,,370.0,0.4,12.0,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
593,pinot blanc white wine,,119.0,0.1,2.9,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
594,semillon white wine,,121.0,0.1,4.6,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
595,dessert wine dry,,578.25,1.0,58.4,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
596,red wine,,125.0,0.1,3.8,0.0,,0.027,,food_data_group2.csv,2026-02-17 11:14:15.427956
597,cabernet sauvignon red wine,,166.0,0.1,5.2,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
598,muscat white wine,,123.0,0.1,7.8,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
599,cooking wine,,2.0,0.028,0.3,0.0,,0.002,,food_data_group2.csv,2026-02-17 11:14:15.427956
600,chardonnay white wine,,168.0,0.1,4.3,0.0,,0.027,,food_data_group2.csv,2026-02-17 11:14:15.427956
601,claret red wine,,122.0,0.1,4.4,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
602,rice sake,,197.0,0.7,7.4,0.0,,0.046,,food_data_group2.csv,2026-02-17 11:14:15.427956
603,fume blanc white wine,,121.0,0.1,3.3,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
604,cabarnet franc red wine,,122.0,0.1,3.6,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
605,chocolate frosting,,81.0,0.2,13.0,3.6,,0.025,,food_data_group2.csv,2026-02-17 11:14:15.427956
606,white sugar,,19.0,0.0,5.0,0.0,,0.012,,food_data_group2.csv,2026-02-17 11:14:15.427956
607,egg substitute,,115.0,24.0,4.8,0.0,,0.5,,food_data_group2.csv,2026-02-17 11:14:15.427956
608,agave syrup,,21.0,0.025,5.3,0.081,,0.09,,food_data_group2.csv,2026-02-17 11:14:15.427956
609,splenda sweetener,,336.0,0.0,61.875,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
610,vanilla extract,,12.0,0.0,0.5,0.069,,0.061,,food_data_group2.csv,2026-02-17 11:14:15.427956
611,egg yolk dried,,27.0,1.3,0.054,2.3,,0.071,,food_data_group2.csv,2026-02-17 11:14:15.427956
612,granulated sugar,,16.0,0.0,4.2,0.0,,0.019,,food_data_group2.csv,2026-02-17 11:14:15.427956
613,baking chocolate,,145.0,3.7,8.7,15.2,,0.049,,food_data_group2.csv,2026-02-17 11:14:15.427956
614,bakers yeast,,18.0,1.4,3.1,0.3,,0.066,,food_data_group2.csv,2026-02-17 11:14:15.427956
615,fondant,,106.0,0.0,26.4,0.009,,0.022,,food_data_group2.csv,2026-02-17 11:14:15.427956
616,brown sugar,,16.0,0.024,4.1,0.0,,0.094,,food_data_group2.csv,2026-02-17 11:14:15.427956
617,white frosting dry,,578.25,4.8,61.875,0.0,,0.5,,food_data_group2.csv,2026-02-17 11:14:15.427956
618,maple sugar,,42.0,0.036,10.9,0.061,,0.031,,food_data_group2.csv,2026-02-17 11:14:15.427956
619,fructose sweetener,,15.0,0.0,4.2,0.0,,0.013,,food_data_group2.csv,2026-02-17 11:14:15.427956
620,saccharin sweetener,,360.0,0.9,61.875,0.0,,0.4,,food_data_group2.csv,2026-02-17 11:14:15.427956
621,egg white raw,,17.0,3.6,0.2,0.063,,0.038,,food_data_group2.csv,2026-02-17 11:14:15.427956
622,turbinado sugar,,18.0,0.0,4.6,0.0,,0.008,,food_data_group2.csv,2026-02-17 11:14:15.427956
623,vanilla frosting,,578.25,0.0,61.875,23.049999999999997,,0.696,,food_data_group2.csv,2026-02-17 11:14:15.427956
624,aspartame sweetener,,365.0,2.2,61.875,0.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
625,egg raw,,80.0,7.0,0.4,5.3,,0.08,,food_data_group2.csv,2026-02-17 11:14:15.427956
626,pineapple topping,,578.25,0.3,61.875,0.3,,0.1,,food_data_group2.csv,2026-02-17 11:14:15.427956
627,egg white dried,,26.0,5.8,0.3,0.087,,0.052,,food_data_group2.csv,2026-02-17 11:14:15.427956
628,egg yolk raw,,55.0,2.7,0.6,4.5,,0.006,,food_data_group2.csv,2026-02-17 11:14:15.427956
629,baking soda,,0.0,0.0,0.0,0.0,,0.696,,food_data_group2.csv,2026-02-17 11:14:15.427956
630,egg dried,,30.0,2.4,0.047,2.2,,0.06,,food_data_group2.csv,2026-02-17 11:14:15.427956
631,strawberry topping,,53.0,0.014,13.9,0.096,,0.099,,food_data_group2.csv,2026-02-17 11:14:15.427956
632,bakers yeast dry,,13.0,1.6,1.6,0.3,,0.081,,food_data_group2.csv,2026-02-17 11:14:15.427956
633,almond paste,,578.25,20.4,61.875,23.049999999999997,,0.051,,food_data_group2.csv,2026-02-17 11:14:15.427956
634,cream of tartar,,8.0,0.0,1.8,0.0,,0.009,,food_data_group2.csv,2026-02-17 11:14:15.427956
635,popover dry mix,,578.25,17.7,61.875,7.3,,0.696,,food_data_group2.csv,2026-02-17 11:14:15.427956
636,egg substitute powder,,126.0,15.7,6.2,3.7,,0.2,,food_data_group2.csv,2026-02-17 11:14:15.427956
637,gelatin powder,,17.0,4.3,0.0,0.086,,0.029,,food_data_group2.csv,2026-02-17 11:14:15.427956
638,tapioca pearls,,544.0,0.3,61.875,0.093,,0.077,,food_data_group2.csv,2026-02-17 11:14:15.427956
639,baking powder,,2.0,0.0,1.3,0.0,,0.5,,food_data_group2.csv,2026-02-17 11:14:15.427956
640,egg boiled,,93.0,7.5,0.7,6.4,,0.042,,food_data_group2.csv,2026-02-17 11:14:15.427956
641,millet flour,,444.0,12.8,61.875,5.1,,0.056,,food_data_group2.csv,2026-02-17 11:14:15.427956
642,triticale flour,,439.0,17.1,61.875,2.4,,0.096,,food_data_group2.csv,2026-02-17 11:14:15.427956
643,corn flour white,,414.0,9.6,61.875,4.2,,0.036,,food_data_group2.csv,2026-02-17 11:14:15.427956
644,rice flour brown,,574.0,11.4,61.875,4.4,,0.039,,food_data_group2.csv,2026-02-17 11:14:15.427956
645,sorghum flour,,437.0,9.5,61.875,4.0,,0.023,,food_data_group2.csv,2026-02-17 11:14:15.427956
646,cornmeal whole grain,,442.0,9.9,61.875,4.4,,0.022,,food_data_group2.csv,2026-02-17 11:14:15.427956
647,cornmeal white,,578.25,11.2,61.875,2.7,,0.094,,food_data_group2.csv,2026-02-17 11:14:15.427956
648,barley flour,,511.0,15.5,61.875,2.4,,0.062,,food_data_group2.csv,2026-02-17 11:14:15.427956
649,safflower seed meal,,97.0,10.1,13.8,0.7,,0.006,,food_data_group2.csv,2026-02-17 11:14:15.427956
650,sesame flour,,578.25,32.05,33.3,23.049999999999997,,0.041,,food_data_group2.csv,2026-02-17 11:14:15.427956
651,whole grain wheat flour,,408.0,15.9,61.875,3.0,,0.027,,food_data_group2.csv,2026-02-17 11:14:15.427956
652,corn flour yellow,,422.0,8.1,61.875,4.5,,0.04,,food_data_group2.csv,2026-02-17 11:14:15.427956
653,corn flour whole grain,,422.0,8.1,61.875,4.5,,0.033,,food_data_group2.csv,2026-02-17 11:14:15.427956
654,cottonseed flour low fat,,94.0,14.1,10.2,0.4,,0.022,,food_data_group2.csv,2026-02-17 11:14:15.427956
655,sunflower seed flour,,13.0,1.9,1.4,0.013,,0.073,,food_data_group2.csv,2026-02-17 11:14:15.427956
656,sesame meal,,160.0,4.8,7.4,13.6,,0.073,,food_data_group2.csv,2026-02-17 11:14:15.427956
657,acorn flour,,578.25,9.4,61.875,23.049999999999997,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
658,rice flour white,,578.0,9.4,61.875,2.2,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
659,sesame flour low fat,,94.0,14.2,10.0,0.5,,0.072,,food_data_group2.csv,2026-02-17 11:14:15.427956
660,potato flour,,571.0,11.0,61.875,0.5,,0.042,,food_data_group2.csv,2026-02-17 11:14:15.427956
661,cornmeal yellow,,578.25,11.2,61.875,2.7,,0.011,,food_data_group2.csv,2026-02-17 11:14:15.427956
662,rye flour,,364.0,10.0,61.875,1.4,,0.061,,food_data_group2.csv,2026-02-17 11:14:15.427956
663,arrowroot flour,,457.0,0.4,61.875,0.1,,0.002,,food_data_group2.csv,2026-02-17 11:14:15.427956
664,chickpea flour,,356.0,20.6,53.2,6.2,,0.05,,food_data_group2.csv,2026-02-17 11:14:15.427956
665,wheat flour,,455.0,12.9,61.875,1.2,,0.061,,food_data_group2.csv,2026-02-17 11:14:15.427956
666,cornstarch,,488.0,0.3,61.875,0.03,,0.093,,food_data_group2.csv,2026-02-17 11:14:15.427956
667,carob flour,,13.0,0.3,5.3,0.061,,0.033,,food_data_group2.csv,2026-02-17 11:14:15.427956
668,buckwheat flour,,402.0,15.1,61.875,3.7,,0.033,,food_data_group2.csv,2026-02-17 11:14:15.427956
669,pecan pie,,503.0,6.0,61.875,23.049999999999997,,0.3,,food_data_group2.csv,2026-02-17 11:14:15.427956
670,apple pie,,331.0,3.0,46.4,15.6,,0.3,,food_data_group2.csv,2026-02-17 11:14:15.427956
671,vanilla wafer pie crust,,578.25,6.5,61.875,23.049999999999997,,0.696,,food_data_group2.csv,2026-02-17 11:14:15.427956
672,chocolate pie crust,,578.25,11.1,61.875,23.049999999999997,,0.696,,food_data_group2.csv,2026-02-17 11:14:15.427956
673,apple strudel,,195.0,2.3,29.2,8.0,,0.02,,food_data_group2.csv,2026-02-17 11:14:15.427956
674,chocolate snack cake,,200.0,1.8,30.2,8.0,,0.2,,food_data_group2.csv,2026-02-17 11:14:15.427956
675,fruit fried pie,,404.0,3.8,54.5,20.6,,0.4,,food_data_group2.csv,2026-02-17 11:14:15.427956
676,pumpkin pie,,316.0,7.0,40.9,14.4,,0.3,,food_data_group2.csv,2026-02-17 11:14:15.427956
677,corn cake,,35.0,0.7,7.5,0.2,,0.01,,food_data_group2.csv,2026-02-17 11:14:15.427956
678,sponge snack cake,,157.0,1.5,26.9,4.8,,0.2,,food_data_group2.csv,2026-02-17 11:14:15.427956
679,danish pastry with nuts,,280.0,4.6,29.7,16.4,,0.2,,food_data_group2.csv,2026-02-17 11:14:15.427956
680,chocolate cream pie,,301.0,2.6,33.3,19.2,,0.1,,food_data_group2.csv,2026-02-17 11:14:15.427956
681,angel food cake,,72.0,1.7,16.2,0.2,,0.2,,food_data_group2.csv,2026-02-17 11:14:15.427956
682,lemon meringue pie,,362.0,4.8,49.7,16.4,,0.3,,food_data_group2.csv,2026-02-17 11:14:15.427956
683,danish pastry with cinnamon,,349.0,4.8,46.9,16.7,,0.3,,food_data_group2.csv,2026-02-17 11:14:15.427956
684,cinnamon coffeecake,,238.0,3.9,26.6,13.3,,0.2,,food_data_group2.csv,2026-02-17 11:14:15.427956
685,cheesecake,,257.0,4.4,20.4,18.0,,0.4,,food_data_group2.csv,2026-02-17 11:14:15.427956
686,fruitcake,,139.0,1.2,26.5,3.9,,0.013,,food_data_group2.csv,2026-02-17 11:14:15.427956
687,egg custard,,293.0,14.2,31.0,12.9,,0.2,,food_data_group2.csv,2026-02-17 11:14:15.427956
688,mince pie,,477.0,4.3,61.875,17.8,,0.4,,food_data_group2.csv,2026-02-17 11:14:15.427956
689,yellow cake with chocolate frosting,,546.0,4.6,61.875,23.049999999999997,,0.4,,food_data_group2.csv,2026-02-17 11:14:15.427956
690,danish pastry with fruit,,335.0,4.8,45.1,15.9,,0.3,,food_data_group2.csv,2026-02-17 11:14:15.427956
691,white cake with coconut frosting,,399.0,4.9,61.875,11.5,,0.3,,food_data_group2.csv,2026-02-17 11:14:15.427956
692,danish pastry with cheese,,353.0,5.8,28.7,23.049999999999997,,0.3,,food_data_group2.csv,2026-02-17 11:14:15.427956
693,graham cracker pie crust,,578.25,9.3,61.875,23.049999999999997,,0.696,,food_data_group2.csv,2026-02-17 11:14:15.427956
694,blueberry pie,,360.0,4.0,49.2,17.5,,0.3,,food_data_group2.csv,2026-02-17 11:14:15.427956
695,yellow cake with vanilla frosting,,239.0,2.2,37.6,9.3,,0.2,,food_data_group2.csv,2026-02-17 11:14:15.427956
696,pie crust,,121.0,1.5,10.9,8.0,,0.1,,food_data_group2.csv,2026-02-17 11:14:15.427956
697,chocolate cake with chocolate frosting,,537.0,4.8,61.875,23.049999999999997,,0.5,,food_data_group2.csv,2026-02-17 11:14:15.427956
698,cheese coffeecake,,258.0,5.3,33.7,11.6,,0.3,,food_data_group2.csv,2026-02-17 11:14:15.427956
699,vanilla cream pie,,350.0,6.0,41.1,18.1,,0.3,,food_data_group2.csv,2026-02-17 11:14:15.427956
700,pineapple cake,,367.0,4.0,58.1,13.9,,0.4,,food_data_group2.csv,2026-02-17 11:14:15.427956
701,peach pie,,262.0,2.2,38.5,11.7,,0.3,,food_data_group2.csv,2026-02-17 11:14:15.427956
702,fruit coffeecake,,156.0,2.6,25.8,5.1,,0.2,,food_data_group2.csv,2026-02-17 11:14:15.427956
703,pound cake,,116.0,1.7,14.6,6.0,,0.1,,food_data_group2.csv,2026-02-17 11:14:15.427956
704,pound cake bread,,215.0,3.9,28.2,9.6,,0.2,,food_data_group2.csv,2026-02-17 11:14:15.427956
705,white cake,,264.0,4.0,42.3,9.2,,0.2,,food_data_group2.csv,2026-02-17 11:14:15.427956
706,coffeecake with chocolate frosting,,298.0,4.5,48.4,9.7,,0.3,,food_data_group2.csv,2026-02-17 11:14:15.427956
707,popcorn cake,,38.0,1.0,8.0,0.3,,0.05,,food_data_group2.csv,2026-02-17 11:14:15.427956
708,banana cream pie,,578.25,32.05,61.875,23.049999999999997,,0.696,,food_data_group2.csv,2026-02-17 11:14:15.427956
709,baked apple pie mcdonalds,,91.0,0.9,12.3,4.4,,0.076,,food_data_group2.csv,2026-02-17 11:14:15.427956
710,sponge cake,,187.0,4.6,36.4,2.7,,0.1,,food_data_group2.csv,2026-02-17 11:14:15.427956
711,yellow cake,,245.0,3.6,36.0,9.9,,0.2,,food_data_group2.csv,2026-02-17 11:14:15.427956
712,shortcake,,98.0,1.7,13.7,4.0,,0.1,,food_data_group2.csv,2026-02-17 11:14:15.427956
713,cherry pie,,486.0,5.0,61.875,22.0,,0.3,,food_data_group2.csv,2026-02-17 11:14:15.427956
714,dutch apple pie,,397.0,3.0,61.0,15.8,,0.3,,food_data_group2.csv,2026-02-17 11:14:15.427956
715,chocolate cake,,352.0,5.0,50.7,14.3,,0.3,,food_data_group2.csv,2026-02-17 11:14:15.427956
716,marshmallow,,64.0,0.4,16.3,0.033,,0.039,,food_data_group2.csv,2026-02-17 11:14:15.427956
717,sugar apple,,72.0,1.6,18.2,0.2,,0.045,,food_data_group2.csv,2026-02-17 11:14:15.427956
718,toffee,,67.0,0.1,7.8,3.9,,0.044,,food_data_group2.csv,2026-02-17 11:14:15.427956
719,vanilla fudge with nuts,,123.0,0.8,21.1,3.9,,0.075,,food_data_group2.csv,2026-02-17 11:14:15.427956
720,peanuts chocolate coated,,21.0,0.5,2.0,1.3,,0.063,,food_data_group2.csv,2026-02-17 11:14:15.427956
721,caramel with nuts chocolate coated,,66.0,1.3,8.5,2.9,,0.041,,food_data_group2.csv,2026-02-17 11:14:15.427956
722,gingerbread,,263.0,2.9,36.4,12.1,,0.2,,food_data_group2.csv,2026-02-17 11:14:15.427956
723,rolo nestle,,24.0,0.009,0.2,1.0,,0.0,,food_data_group2.csv,2026-02-17 11:14:15.427956
724,vanilla fudge,,108.0,0.3,23.2,1.5,,0.04,,food_data_group2.csv,2026-02-17 11:14:15.427956
725,halavah,,328.0,8.7,42.3,15.1,,0.1,,food_data_group2.csv,2026-02-17 11:14:15.427956
726,praline,,189.0,1.3,23.2,10.1,,0.016,,food_data_group2.csv,2026-02-17 11:14:15.427956
727,fruit juice bar,,67.0,0.9,15.6,0.089,,0.011,,food_data_group2.csv,2026-02-17 11:14:15.427956
728,peanut brittle,,138.0,2.1,20.2,5.4,,0.1,,food_data_group2.csv,2026-02-17 11:14:15.427956
729,butterscotch,,21.0,0.079,4.8,0.2,,0.039,,food_data_group2.csv,2026-02-17 11:14:15.427956
730,chocolate coffee beans,,155.0,2.1,15.6,9.4,,0.006,,food_data_group2.csv,2026-02-17 11:14:15.427956
731,nougat with almonds,,56.0,0.5,12.9,0.2,,0.061,,food_data_group2.csv,2026-02-17 11:14:15.427956
732,carob,,135.0,2.0,14.1,7.8,,0.015,,food_data_group2.csv,2026-02-17 11:14:15.427956
733,peanut butter fudge,,62.0,0.6,12.4,1.1,,0.085,,food_data_group2.csv,2026-02-17 11:14:15.427956
