id_workout,member_id,workout_type,session_duration,calories_burned,workout_frequency,experience_level,source_file,ingested_at
695,1818.0,Cardio,1.67,909.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
696,2007.0,Strength,1.19,798.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
697,679.0,HIIT,1.13,752.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
698,2468.0,Strength,1.37,1024.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
699,1756.0,Yoga,1.24,988.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
700,2186.0,HIIT,1.11,674.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
701,342.0,HIIT,1.14,821.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
702,885.0,Cardio,1.2,720.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
703,14.0,Cardio,1.07,679.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
704,432.0,HIIT,1.37,1144.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
705,1976.0,HIIT,1.42,1188.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
706,1955.0,Strength,0.8,475.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
707,1262.0,HIIT,1.18,870.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
708,1527.0,Yoga,0.85,693.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
709,1108.0,Strength,1.45,1013.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
710,2354.0,Yoga,1.29,749.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
711,1443.0,Yoga,1.34,1216.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
712,1013.0,Yoga,1.8,1116.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
713,284.0,HIIT,1.9,1766.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
714,873.0,Cardio,1.35,1025.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
715,2469.0,Cardio,1.29,1060.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
716,2435.0,Yoga,1.0,777.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
717,2202.0,HIIT,1.07,626.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
718,2409.0,Strength,0.54,394.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
719,2211.0,Yoga,1.38,950.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
720,1270.0,Strength,1.71,1188.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
721,1986.0,Strength,1.36,942.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
722,1120.0,HIIT,1.36,1025.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
723,1767.0,HIIT,1.27,966.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
724,2206.0,Cardio,1.36,868.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
725,2436.0,Cardio,1.44,1091.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
726,2120.0,HIIT,0.89,581.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
727,1614.0,Yoga,1.26,929.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
728,1103.0,Cardio,0.58,408.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
729,1968.0,Strength,2.0,1634.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
730,2588.0,Yoga,0.57,423.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
731,1209.0,Strength,1.02,821.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
732,422.0,HIIT,1.38,849.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
733,1885.0,Strength,1.61,906.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
734,388.0,Yoga,1.06,775.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
735,807.0,HIIT,1.41,954.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
736,1212.0,Yoga,1.76,1276.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
737,785.0,Strength,1.75,1598.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
738,1259.0,Yoga,1.36,1249.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
739,1410.0,HIIT,1.81,1573.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
740,1599.0,Strength,1.06,714.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
741,423.0,Strength,1.36,938.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
742,2190.0,Cardio,0.97,733.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
743,499.0,Cardio,0.51,319.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
744,283.0,Yoga,1.17,952.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
745,966.0,Cardio,1.41,916.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
746,823.0,Cardio,1.49,1006.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
747,1570.0,Cardio,1.16,951.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
748,1196.0,Cardio,1.45,1148.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
749,2016.0,HIIT,0.75,537.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
750,825.0,HIIT,1.49,968.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
751,1126.0,Cardio,1.02,643.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
752,627.0,Yoga,1.36,986.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
753,409.0,HIIT,1.32,1024.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
754,2492.0,Cardio,1.52,985.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
755,367.0,HIIT,0.55,380.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
756,1668.0,Strength,0.63,468.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
757,298.0,HIIT,0.91,660.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
758,2111.0,HIIT,0.93,741.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
759,330.0,Yoga,0.79,695.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
760,1801.0,HIIT,1.51,1159.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
761,1899.0,Yoga,1.11,709.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
762,2069.0,Strength,0.93,695.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
763,1369.0,Cardio,1.49,1082.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
764,1425.0,Yoga,1.19,857.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
765,416.0,HIIT,1.45,877.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
766,1311.0,HIIT,0.84,559.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
767,1876.0,Yoga,1.47,982.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
768,2570.0,Strength,1.46,841.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
769,1516.0,Cardio,0.55,445.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
770,1428.0,HIIT,1.64,1082.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
771,490.0,Strength,0.76,585.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
772,59.0,Cardio,1.29,1032.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
773,425.0,Cardio,1.48,977.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
774,2547.0,HIIT,0.9,668.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
775,927.0,Yoga,1.79,1378.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
776,1741.0,HIIT,1.08,807.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
777,2210.0,HIIT,1.22,924.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
778,1049.0,HIIT,1.72,1092.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
779,1706.0,Strength,1.03,742.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
780,1813.0,Yoga,1.66,1372.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
781,694.0,Strength,1.37,829.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
782,1712.0,HIIT,1.48,1046.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
783,1476.0,Yoga,0.89,672.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
784,2001.0,Cardio,1.29,1015.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
785,1242.0,Yoga,1.9,1536.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
786,1745.0,HIIT,1.31,1012.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
787,2315.0,Yoga,1.34,965.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
788,121.0,Cardio,0.66,436.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
789,673.0,Cardio,1.47,1294.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
790,2288.0,Yoga,1.01,645.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
791,1105.0,Cardio,1.77,1197.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
792,1513.0,Strength,1.35,1143.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
793,1076.0,Yoga,0.71,504.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
794,1716.0,Cardio,0.79,590.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
795,1838.0,Cardio,0.74,433.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
796,1556.0,Yoga,0.91,666.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
797,1058.0,Strength,0.56,484.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
798,1579.0,Yoga,1.93,1138.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
799,241.0,Cardio,1.42,1164.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
800,1749.0,Yoga,1.11,747.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
801,1075.0,Cardio,0.6,446.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
802,609.0,HIIT,1.76,1491.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
803,327.0,Yoga,1.33,885.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
804,1530.0,Yoga,0.87,566.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
805,1295.0,Cardio,1.41,1241.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
806,2437.0,Cardio,1.19,719.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
807,2271.0,Cardio,0.53,388.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
808,1118.0,Cardio,1.39,1047.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
809,1632.0,Yoga,1.17,732.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
810,2347.0,Cardio,1.08,807.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
811,1817.0,Yoga,1.67,999.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
812,810.0,Strength,1.62,1363.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
813,2464.0,Yoga,1.38,1148.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
814,1211.0,Cardio,1.13,847.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
815,2480.0,Cardio,1.09,858.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
816,1512.0,Strength,1.26,1116.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
817,1689.0,Yoga,1.42,875.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
818,1628.0,Strength,1.07,717.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
819,1228.0,Yoga,1.33,958.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
820,948.0,Cardio,1.78,1228.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
821,1416.0,Yoga,1.23,859.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
822,1684.0,Cardio,1.22,888.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
823,360.0,Cardio,1.19,756.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
824,794.0,HIIT,0.96,792.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
825,295.0,HIIT,1.08,659.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
826,2536.0,Yoga,0.74,406.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
827,1296.0,Cardio,1.1,986.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
828,2294.0,Strength,1.12,711.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
829,1519.0,Cardio,1.35,1010.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
830,2216.0,Strength,1.47,1128.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
831,674.0,Yoga,1.94,1451.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
832,2516.0,Yoga,1.76,1159.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
833,1330.0,Strength,1.63,1043.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
834,2586.0,Strength,1.24,915.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
835,2541.0,Cardio,1.05,662.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
836,2356.0,Yoga,1.69,996.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
837,495.0,Cardio,1.37,1069.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
838,1702.0,Strength,0.99,673.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
839,2217.0,HIIT,1.21,779.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
840,557.0,HIIT,1.15,879.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
841,2360.0,HIIT,1.76,1220.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
842,2138.0,Strength,1.22,911.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
843,1507.0,Cardio,1.32,1198.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
844,1430.0,Yoga,0.74,481.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
845,544.0,Strength,1.0,698.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
846,489.0,HIIT,1.8,1107.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
847,394.0,Cardio,1.0,803.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
848,1939.0,Yoga,1.03,756.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
849,844.0,Yoga,1.99,1582.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
850,1981.0,Strength,0.71,552.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
851,2008.0,Strength,1.34,1001.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
852,1587.0,Yoga,1.34,898.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
853,736.0,Yoga,1.15,1031.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
854,289.0,HIIT,1.07,893.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
855,2037.0,Yoga,1.06,876.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
856,2521.0,Strength,1.1,795.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
857,2343.0,Cardio,0.72,454.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
858,2295.0,HIIT,1.77,1107.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
859,1574.0,HIIT,1.04,576.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
860,2013.0,Yoga,0.74,433.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
861,486.0,Cardio,1.38,911.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
862,239.0,HIIT,1.35,864.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
863,1395.0,Strength,1.01,621.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
864,1862.0,Yoga,1.7,1102.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
865,818.0,Strength,1.94,1242.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
866,401.0,Yoga,1.3,944.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
867,1078.0,HIIT,1.65,1378.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
868,507.0,Yoga,0.82,594.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
869,1971.0,Cardio,0.77,598.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
870,2419.0,Strength,1.28,927.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
871,240.0,Cardio,1.87,1234.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
872,1102.0,Strength,1.18,1025.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
873,828.0,Strength,0.68,500.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
874,635.0,Yoga,1.03,711.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
875,1710.0,HIIT,1.5,965.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
876,446.0,HIIT,0.91,691.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
877,494.0,Cardio,1.59,1336.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
878,1701.0,Yoga,1.88,1117.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
879,363.0,HIIT,1.07,706.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
880,1336.0,Strength,1.65,1213.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
881,1417.0,Strength,1.49,992.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
882,2169.0,Yoga,1.85,1181.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
883,1392.0,Cardio,1.03,726.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
884,886.0,Yoga,1.33,878.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
885,224.0,Cardio,1.03,725.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
886,1743.0,Yoga,1.58,1189.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
887,1046.0,Strength,1.22,811.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
888,2428.0,Yoga,0.77,637.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
889,2341.0,HIIT,0.76,475.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
890,871.0,HIIT,1.29,951.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
891,2330.0,Yoga,1.09,815.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
892,980.0,Cardio,1.32,1104.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
893,340.0,Cardio,1.72,1287.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
894,2119.0,Strength,0.73,470.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
895,538.0,Strength,1.15,942.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
896,800.0,Cardio,0.68,494.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
897,413.0,Yoga,1.83,1519.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
898,1557.0,Strength,1.63,1497.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
899,792.0,Cardio,1.28,950.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
900,235.0,Cardio,1.46,883.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
901,1004.0,Yoga,0.66,494.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
902,2494.0,HIIT,1.05,713.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
903,234.0,Cardio,1.65,1336.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
904,1393.0,Strength,1.38,876.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
905,60.0,Yoga,0.94,573.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
906,2372.0,Yoga,1.42,921.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
907,688.0,Yoga,1.88,1307.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
908,1247.0,HIIT,0.96,713.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
909,748.0,HIIT,0.75,549.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
910,883.0,Strength,1.32,980.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
911,1119.0,Strength,1.93,1783.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
912,1619.0,Yoga,0.79,634.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
913,2431.0,Strength,0.77,640.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
914,2287.0,Cardio,1.19,895.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
915,1984.0,HIIT,0.72,531.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
916,2053.0,Yoga,1.05,681.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
917,455.0,Yoga,1.24,914.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
918,1039.0,Cardio,1.26,863.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
919,833.0,Cardio,1.13,831.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
920,681.0,Cardio,1.15,816.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
921,2208.0,Cardio,1.56,1027.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
922,907.0,Yoga,1.31,976.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
923,2234.0,HIIT,1.66,1135.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
924,2235.0,HIIT,1.02,753.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
925,127.0,Cardio,0.94,693.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
926,2523.0,Strength,1.13,705.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
927,1520.0,Yoga,0.89,656.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
928,1928.0,HIIT,1.31,1044.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
929,636.0,Cardio,0.95,784.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
930,831.0,Strength,0.61,479.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
931,2526.0,Strength,1.97,1463.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
932,2346.0,Cardio,1.14,836.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
933,1063.0,Yoga,1.72,1230.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
934,1999.0,HIIT,0.76,557.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
935,2266.0,Strength,1.3,965.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
936,1434.0,HIIT,1.01,727.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
937,2370.0,HIIT,1.04,736.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
938,460.0,Strength,1.34,1017.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
939,1337.0,Cardio,0.85,514.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
940,1023.0,Strength,0.57,402.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
941,1725.0,Strength,1.18,812.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
942,383.0,Yoga,1.32,1104.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
943,1675.0,HIIT,1.77,1113.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
944,2584.0,Cardio,1.99,1418.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
945,1680.0,HIIT,1.38,1127.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
946,1294.0,Strength,1.02,718.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
947,2500.0,Cardio,1.05,723.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
948,632.0,Cardio,1.2,852.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
949,2442.0,Cardio,1.91,1066.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
950,2518.0,Cardio,1.21,862.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
951,1022.0,Yoga,1.39,883.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
952,2106.0,Cardio,1.14,762.0,2.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
953,2438.0,Strength,1.2,992.0,4.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
954,2140.0,Yoga,1.03,760.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
955,1561.0,Strength,1.96,1445.0,5.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
956,1121.0,Strength,1.24,818.0,3.0,2.0,members_tracking.csv,2026-02-17 11:14:27.086636
957,2114.0,HIIT,1.32,838.0,3.0,1.0,members_tracking.csv,2026-02-17 11:14:27.086636
958,1630.0,Cardio,1.83,1005.0,4.0,3.0,members_tracking.csv,2026-02-17 11:14:27.086636
